n.evals.q.1.0.	xor._.me.hebbian.network.best.solution.non.learning.stateless.as.numrl.agent.sim.sequentialXor.avg.UNLIMITED.	xor._.me.hebbian.network.best.solution.non.learning.stateless.as.numrl.agent.sim.sequentialXor.avg.UNLIMITED.min	xor._.me.hebbian.network.best.solution.non.learning.stateless.as.numrl.agent.sim.sequentialXor.avg.UNLIMITED.max	xor._.me.hebbian.synapse.best.solution.non.learning.stateless.as.numrl.agent.sim.sequentialXor.avg.UNLIMITED.	xor._.me.hebbian.synapse.best.solution.non.learning.stateless.as.numrl.agent.sim.sequentialXor.avg.UNLIMITED.min	xor._.me.hebbian.synapse.best.solution.non.learning.stateless.as.numrl.agent.sim.sequentialXor.avg.UNLIMITED.max	xor._.me.freeForm.best.solution.non.learning.stateless.as.numrl.agent.sim.sequentialXor.avg.UNLIMITED.	xor._.me.freeForm.best.solution.non.learning.stateless.as.numrl.agent.sim.sequentialXor.avg.UNLIMITED.min	xor._.me.freeForm.best.solution.non.learning.stateless.as.numrl.agent.sim.sequentialXor.avg.UNLIMITED.max
7.500e+03	4.560e-01	2.878e-02	5.000e-01	5.804e-01	3.324e-01	7.213e-01	9.533e-02	4.380e-02	2.377e-01
7.600e+03	4.560e-01	2.878e-02	5.000e-01	5.804e-01	3.324e-01	7.213e-01	9.441e-02	3.637e-02	1.498e-01
7.700e+03	4.560e-01	2.878e-02	5.000e-01	5.804e-01	2.324e-01	7.213e-01	8.294e-02	3.637e-02	1.360e-01
7.800e+03	4.560e-01	2.878e-02	5.000e-01	5.804e-01	2.521e-01	7.213e-01	8.291e-02	3.569e-02	1.321e-01
7.900e+03	4.560e-01	2.878e-02	5.000e-01	5.919e-01	3.324e-01	7.475e-01	8.291e-02	3.569e-02	1.321e-01
8.000e+03	4.560e-01	2.878e-02	5.000e-01	5.919e-01	2.532e-01	7.475e-01	7.781e-02	3.569e-02	1.270e-01
8.100e+03	4.560e-01	2.878e-02	5.000e-01	5.919e-01	2.661e-01	7.475e-01	7.781e-02	3.569e-02	1.270e-01
8.200e+03	4.560e-01	2.878e-02	5.000e-01	5.919e-01	2.661e-01	7.475e-01	7.781e-02	3.569e-02	1.270e-01
8.300e+03	4.560e-01	2.878e-02	5.000e-01	5.919e-01	2.661e-01	7.475e-01	8.291e-02	3.569e-02	1.321e-01
8.400e+03	4.560e-01	2.878e-02	5.000e-01	5.919e-01	2.661e-01	7.475e-01	7.699e-02	3.569e-02	1.270e-01
8.500e+03	4.560e-01	2.878e-02	5.000e-01	5.919e-01	2.661e-01	7.475e-01	7.699e-02	3.569e-02	1.270e-01
8.600e+03	4.560e-01	2.878e-02	5.000e-01	5.919e-01	2.661e-01	7.475e-01	7.699e-02	3.569e-02	1.270e-01
8.700e+03	4.560e-01	2.878e-02	5.000e-01	5.919e-01	2.661e-01	7.475e-01	7.699e-02	3.569e-02	1.270e-01
8.800e+03	4.560e-01	2.878e-02	5.000e-01	5.919e-01	2.661e-01	7.475e-01	7.699e-02	3.569e-02	1.270e-01
8.900e+03	4.560e-01	2.878e-02	5.000e-01	5.919e-01	2.661e-01	7.475e-01	8.291e-02	3.637e-02	1.321e-01
9.000e+03	4.560e-01	2.878e-02	5.000e-01	5.919e-01	3.324e-01	7.475e-01	7.699e-02	3.569e-02	1.270e-01
9.100e+03	4.560e-01	2.878e-02	5.000e-01	5.972e-01	3.324e-01	7.629e-01	7.699e-02	3.569e-02	1.270e-01
9.200e+03	4.560e-01	2.878e-02	5.000e-01	5.972e-01	3.324e-01	7.629e-01	7.699e-02	3.569e-02	1.270e-01
9.300e+03	4.560e-01	2.878e-02	5.000e-01	5.972e-01	3.324e-01	7.629e-01	7.699e-02	3.569e-02	1.270e-01
9.400e+03	4.560e-01	2.878e-02	5.000e-01	5.919e-01	2.324e-01	7.629e-01	7.699e-02	3.569e-02	1.270e-01
9.500e+03	4.560e-01	2.878e-02	5.000e-01	5.972e-01	3.262e-01	7.629e-01	7.699e-02	3.569e-02	1.360e-01
9.600e+03	4.560e-01	2.878e-02	5.000e-01	5.972e-01	2.661e-01	7.629e-01	7.699e-02	3.569e-02	1.360e-01
9.700e+03	4.560e-01	2.878e-02	5.000e-01	5.972e-01	2.661e-01	7.629e-01	7.699e-02	3.569e-02	1.360e-01
9.800e+03	4.560e-01	2.878e-02	5.000e-01	5.972e-01	2.661e-01	7.629e-01	8.291e-02	3.569e-02	1.605e-01
9.900e+03	4.560e-01	2.878e-02	5.000e-01	5.972e-01	2.661e-01	7.629e-01	8.291e-02	3.569e-02	1.566e-01
1.000e+04	4.560e-01	2.878e-02	5.000e-01	5.972e-01	2.661e-01	7.629e-01	8.291e-02	3.569e-02	1.566e-01
1.010e+04	4.560e-01	2.878e-02	5.000e-01	5.972e-01	2.661e-01	7.629e-01	8.291e-02	3.569e-02	1.566e-01
1.020e+04	4.560e-01	2.878e-02	5.000e-01	5.972e-01	2.661e-01	7.629e-01	8.291e-02	3.569e-02	1.566e-01
1.030e+04	4.560e-01	2.878e-02	5.000e-01	5.972e-01	2.661e-01	7.629e-01	8.291e-02	3.569e-02	1.566e-01
1.040e+04	4.560e-01	2.878e-02	5.000e-01	5.919e-01	2.324e-01	7.629e-01	8.291e-02	3.569e-02	1.566e-01
1.050e+04	4.560e-01	2.878e-02	5.000e-01	5.972e-01	2.661e-01	7.670e-01	8.291e-02	3.569e-02	1.566e-01
