n.evals.q.1.0.	xor._.me.hebbian.network.best.solution.non.learning.stateless.as.numrl.agent.sim.sequentialXor.avg.UNLIMITED.	xor._.me.hebbian.network.best.solution.non.learning.stateless.as.numrl.agent.sim.sequentialXor.avg.UNLIMITED.min	xor._.me.hebbian.network.best.solution.non.learning.stateless.as.numrl.agent.sim.sequentialXor.avg.UNLIMITED.max	xor._.me.hebbian.synapse.best.solution.non.learning.stateless.as.numrl.agent.sim.sequentialXor.avg.UNLIMITED.	xor._.me.hebbian.synapse.best.solution.non.learning.stateless.as.numrl.agent.sim.sequentialXor.avg.UNLIMITED.min	xor._.me.hebbian.synapse.best.solution.non.learning.stateless.as.numrl.agent.sim.sequentialXor.avg.UNLIMITED.max	xor._.me.freeForm.best.solution.non.learning.stateless.as.numrl.agent.sim.sequentialXor.avg.UNLIMITED.	xor._.me.freeForm.best.solution.non.learning.stateless.as.numrl.agent.sim.sequentialXor.avg.UNLIMITED.min	xor._.me.freeForm.best.solution.non.learning.stateless.as.numrl.agent.sim.sequentialXor.avg.UNLIMITED.max
1.270e+04	1.397e-01	5.301e-02	2.695e-01	3.340e-01	1.039e-01	5.306e-01	3.639e-01	0.000e+00	5.251e-01
1.280e+04	1.491e-01	3.828e-02	2.597e-01	2.603e-01	9.320e-02	5.354e-01	4.810e-01	-8.604e-16	7.920e-01
1.290e+04	1.345e-01	4.791e-02	2.608e-01	2.499e-01	1.001e-01	5.166e-01	4.603e-01	3.497e-15	9.102e-01
1.300e+04	1.489e-01	3.573e-02	2.503e-01	2.691e-01	1.039e-01	5.364e-01	4.932e-01	2.498e-16	7.531e-01
1.310e+04	1.240e-01	3.454e-02	2.422e-01	2.862e-01	9.838e-02	5.108e-01	4.453e-01	2.498e-16	7.382e-01
1.320e+04	1.267e-01	3.966e-02	2.421e-01	2.291e-01	7.190e-02	5.171e-01	4.910e-01	3.497e-15	8.816e-01
1.330e+04	1.312e-01	3.674e-02	2.486e-01	2.417e-01	6.525e-02	5.111e-01	4.747e-01	0.000e+00	9.291e-01
1.340e+04	1.237e-01	3.790e-02	2.619e-01	2.023e-01	2.286e-02	5.059e-01	4.986e-01	2.498e-16	9.769e-01
1.350e+04	1.205e-01	4.195e-02	2.516e-01	2.383e-01	7.558e-02	5.097e-01	4.502e-01	0.000e+00	7.407e-01
1.360e+04	1.259e-01	3.566e-02	2.384e-01	2.410e-01	6.750e-02	5.057e-01	4.910e-01	2.498e-16	7.368e-01
1.370e+04	1.410e-01	3.990e-02	2.512e-01	2.363e-01	6.839e-02	5.294e-01	4.677e-01	3.497e-15	7.389e-01
1.380e+04	1.288e-01	3.628e-02	2.534e-01	2.734e-01	6.713e-02	5.093e-01	4.993e-01	2.498e-16	9.616e-01
1.390e+04	1.452e-01	4.305e-02	2.852e-01	2.250e-01	5.223e-02	5.094e-01	4.504e-01	0.000e+00	7.896e-01
1.400e+04	1.228e-01	3.498e-02	2.504e-01	2.923e-01	6.188e-02	5.166e-01	4.572e-01	3.497e-15	9.820e-01
1.410e+04	1.575e-01	3.745e-02	2.571e-01	2.380e-01	4.957e-02	5.157e-01	4.629e-01	2.498e-16	8.841e-01
