n.evals.q.1.0.	xor._.me.hebbian.network.best.solution.non.learning.stateless.as.numrl.agent.sim.sequentialXor.avg.UNLIMITED.	xor._.me.hebbian.network.best.solution.non.learning.stateless.as.numrl.agent.sim.sequentialXor.avg.UNLIMITED.min	xor._.me.hebbian.network.best.solution.non.learning.stateless.as.numrl.agent.sim.sequentialXor.avg.UNLIMITED.max	xor._.me.hebbian.synapse.best.solution.non.learning.stateless.as.numrl.agent.sim.sequentialXor.avg.UNLIMITED.	xor._.me.hebbian.synapse.best.solution.non.learning.stateless.as.numrl.agent.sim.sequentialXor.avg.UNLIMITED.min	xor._.me.hebbian.synapse.best.solution.non.learning.stateless.as.numrl.agent.sim.sequentialXor.avg.UNLIMITED.max	xor._.me.freeForm.best.solution.non.learning.stateless.as.numrl.agent.sim.sequentialXor.avg.UNLIMITED.	xor._.me.freeForm.best.solution.non.learning.stateless.as.numrl.agent.sim.sequentialXor.avg.UNLIMITED.min	xor._.me.freeForm.best.solution.non.learning.stateless.as.numrl.agent.sim.sequentialXor.avg.UNLIMITED.max
1.120e+04	2.386e-01	2.211e-01	2.656e-01	5.072e-01	2.293e-01	8.945e-01	5.000e-01	2.540e-05	5.000e-01
1.130e+04	2.468e-01	2.205e-01	2.678e-01	5.000e-01	1.788e-01	9.134e-01	5.000e-01	1.912e-03	5.000e-01
1.140e+04	2.362e-01	2.164e-01	2.691e-01	5.137e-01	1.980e-01	9.592e-01	5.000e-01	2.502e-01	5.000e-01
1.150e+04	2.362e-01	2.132e-01	2.603e-01	5.151e-01	1.896e-01	9.465e-01	5.000e-01	3.840e-02	5.000e-01
1.160e+04	2.360e-01	2.026e-01	2.484e-01	5.083e-01	2.571e-01	8.234e-01	5.000e-01	6.438e-02	5.000e-01
1.170e+04	2.340e-01	2.103e-01	2.548e-01	5.065e-01	2.057e-01	8.815e-01	5.000e-01	2.032e-01	5.000e-01
1.180e+04	2.463e-01	2.159e-01	3.623e-01	5.043e-01	2.533e-01	8.788e-01	5.000e-01	3.016e-01	5.000e-01
1.190e+04	2.340e-01	1.917e-01	2.568e-01	5.112e-01	2.481e-01	9.167e-01	5.000e-01	7.922e-02	6.983e-01
1.200e+04	2.389e-01	2.132e-01	2.684e-01	5.193e-01	2.453e-01	8.977e-01	5.000e-01	9.718e-02	5.000e-01
1.210e+04	2.360e-01	2.114e-01	2.574e-01	4.983e-01	2.517e-01	8.761e-01	5.000e-01	8.869e-07	5.000e-01
1.220e+04	2.386e-01	2.132e-01	2.580e-01	5.077e-01	2.428e-01	8.612e-01	5.000e-01	2.502e-01	5.000e-01
1.230e+04	2.483e-01	2.165e-01	2.766e-01	5.000e-01	1.472e-01	8.401e-01	5.000e-01	1.460e-01	5.000e-01
1.240e+04	2.362e-01	2.174e-01	2.707e-01	5.267e-01	2.152e-01	8.949e-01	5.000e-01	9.765e-02	5.000e-01
1.250e+04	2.392e-01	1.917e-01	2.670e-01	5.005e-01	1.657e-01	8.325e-01	5.000e-01	2.502e-01	7.591e-01
1.260e+04	2.418e-01	2.165e-01	2.652e-01	5.330e-01	2.766e-01	9.526e-01	5.000e-01	1.480e-01	5.000e-01
1.270e+04	2.432e-01	2.114e-01	2.657e-01	5.023e-01	2.516e-01	7.366e-01	5.000e-01	2.483e-01	5.118e-01
1.280e+04	2.447e-01	2.194e-01	2.647e-01	5.084e-01	2.287e-01	8.734e-01	5.000e-01	2.502e-01	5.342e-01
1.290e+04	2.375e-01	2.155e-01	2.585e-01	5.089e-01	2.055e-01	8.242e-01	5.000e-01	3.048e-01	5.000e-01
1.300e+04	2.360e-01	2.072e-01	2.628e-01	5.013e-01	2.101e-01	8.025e-01	5.000e-01	1.112e-01	9.990e-01
1.310e+04	2.520e-01	2.340e-01	3.450e-01	5.154e-01	2.288e-01	8.920e-01	5.000e-01	2.051e-01	5.000e-01
1.320e+04	2.451e-01	2.215e-01	2.892e-01	5.515e-01	2.185e-01	9.131e-01	5.000e-01	2.006e-01	5.000e-01
1.330e+04	2.448e-01	2.232e-01	2.893e-01	5.004e-01	1.603e-01	8.389e-01	5.000e-01	2.502e-01	5.000e-01
1.340e+04	2.340e-01	2.180e-01	2.565e-01	5.022e-01	1.816e-01	7.261e-01	5.000e-01	1.019e-01	5.000e-01
1.350e+04	2.428e-01	2.165e-01	2.723e-01	5.099e-01	1.868e-01	8.773e-01	5.000e-01	3.160e-01	5.011e-01
1.360e+04	2.340e-01	1.952e-01	2.551e-01	5.043e-01	2.453e-01	8.238e-01	5.000e-01	2.502e-01	5.000e-01
1.370e+04	2.396e-01	2.205e-01	2.633e-01	5.067e-01	1.992e-01	8.562e-01	5.000e-01	3.435e-01	9.429e-01
1.380e+04	2.350e-01	2.140e-01	2.657e-01	4.966e-01	2.037e-01	8.734e-01	5.000e-01	2.502e-01	5.000e-01
1.390e+04	2.468e-01	2.132e-01	2.975e-01	5.016e-01	2.087e-01	8.774e-01	5.000e-01	6.376e-03	6.636e-01
1.400e+04	2.483e-01	2.132e-01	2.756e-01	4.979e-01	1.864e-01	8.641e-01	5.000e-01	2.502e-01	5.000e-01
1.410e+04	2.425e-01	2.132e-01	2.723e-01	5.035e-01	2.158e-01	8.265e-01	5.000e-01	1.006e-01	5.000e-01
1.420e+04	2.483e-01	2.283e-01	2.959e-01	4.948e-01	1.785e-01	8.766e-01	5.000e-01	4.850e-01	9.983e-01
1.430e+04	2.436e-01	2.184e-01	2.696e-01	4.993e-01	1.732e-01	8.745e-01	5.000e-01	7.932e-02	6.424e-01
1.440e+04	2.396e-01	2.132e-01	2.723e-01	5.003e-01	1.853e-01	8.755e-01	5.000e-01	3.051e-01	5.000e-01
1.450e+04	2.468e-01	2.213e-01	2.989e-01	5.085e-01	1.792e-01	8.727e-01	5.000e-01	1.466e-03	5.000e-01
1.460e+04	2.422e-01	2.071e-01	2.705e-01	5.153e-01	1.930e-01	8.926e-01	5.000e-01	4.241e-01	5.482e-01
1.470e+04	2.483e-01	2.185e-01	3.017e-01	4.738e-01	1.221e-01	8.792e-01	5.000e-01	6.864e-02	5.121e-01
1.480e+04	2.327e-01	1.969e-01	2.447e-01	5.083e-01	1.798e-01	8.786e-01	5.000e-01	2.502e-01	6.765e-01
1.490e+04	2.405e-01	2.121e-01	2.770e-01	5.000e-01	1.802e-01	8.601e-01	5.000e-01	9.358e-02	6.432e-01
1.500e+04	2.415e-01	2.163e-01	2.739e-01	5.001e-01	1.938e-01	8.331e-01	5.000e-01	1.033e-01	1.000e+00
1.510e+04	2.483e-01	2.271e-01	2.794e-01	5.188e-01	1.430e-01	9.486e-01	5.000e-01	1.861e-02	5.000e-01
1.520e+04	2.463e-01	2.323e-01	3.053e-01	5.066e-01	1.548e-01	8.816e-01	5.000e-01	4.569e-01	5.470e-01
1.530e+04	2.374e-01	2.046e-01	2.692e-01	4.999e-01	1.798e-01	8.484e-01	5.000e-01	4.986e-01	6.261e-01
1.540e+04	2.463e-01	2.307e-01	2.815e-01	5.000e-01	1.819e-01	8.756e-01	5.000e-01	3.684e-01	5.699e-01
1.550e+04	2.374e-01	2.132e-01	2.765e-01	5.006e-01	1.355e-01	8.755e-01	5.000e-01	1.783e-01	7.317e-01
1.560e+04	2.391e-01	2.164e-01	2.770e-01	5.000e-01	1.681e-01	8.301e-01	5.000e-01	3.706e-01	5.000e-01
1.570e+04	2.374e-01	2.161e-01	2.769e-01	5.160e-01	1.847e-01	8.768e-01	5.000e-01	3.057e-01	8.828e-01
1.580e+04	2.464e-01	2.132e-01	2.652e-01	4.290e-01	1.790e-01	8.377e-01	5.000e-01	2.260e-03	5.000e-01
1.590e+04	2.401e-01	1.950e-01	2.767e-01	4.959e-01	8.577e-02	8.239e-01	5.000e-01	9.686e-02	9.994e-01
1.600e+04	2.435e-01	2.164e-01	2.794e-01	5.000e-01	1.408e-01	8.717e-01	5.000e-01	2.484e-01	5.000e-01
1.610e+04	2.429e-01	2.132e-01	2.732e-01	5.448e-01	1.441e-01	9.519e-01	5.000e-01	1.117e-01	1.000e+00
1.620e+04	2.374e-01	2.164e-01	2.637e-01	5.058e-01	1.741e-01	8.715e-01	5.000e-01	3.820e-02	5.000e-01
1.630e+04	2.461e-01	2.237e-01	2.634e-01	5.055e-01	1.826e-01	9.135e-01	5.000e-01	1.268e-01	1.000e+00
1.640e+04	2.435e-01	2.132e-01	2.712e-01	4.998e-01	1.382e-01	8.772e-01	5.000e-01	2.947e-01	9.998e-01
1.650e+04	2.374e-01	2.122e-01	2.756e-01	5.000e-01	1.940e-01	8.638e-01	5.000e-01	1.341e-01	1.000e+00
1.660e+04	2.409e-01	2.132e-01	2.549e-01	4.980e-01	1.661e-01	7.220e-01	5.000e-01	1.140e-01	1.000e+00
1.670e+04	2.344e-01	2.015e-01	2.529e-01	4.980e-01	1.680e-01	7.093e-01	5.000e-01	1.897e-01	7.559e-01
1.680e+04	2.374e-01	2.122e-01	2.504e-01	5.197e-01	1.273e-01	8.779e-01	5.000e-01	1.623e-01	1.000e+00
1.690e+04	2.427e-01	2.164e-01	2.769e-01	4.848e-01	1.600e-01	8.744e-01	5.000e-01	2.637e-01	1.000e+00
