n.evals.q.1.0.	xor._.me.hebbian.network.best.solution.sim.sequentialXor.avg.UNLIMITED.	xor._.me.hebbian.network.best.solution.sim.sequentialXor.avg.UNLIMITED.min	xor._.me.hebbian.network.best.solution.sim.sequentialXor.avg.UNLIMITED.max	xor._.me.hebbian.synapse.best.solution.sim.sequentialXor.avg.UNLIMITED.	xor._.me.hebbian.synapse.best.solution.sim.sequentialXor.avg.UNLIMITED.min	xor._.me.hebbian.synapse.best.solution.sim.sequentialXor.avg.UNLIMITED.max	xor._.me.freeForm.best.solution.sim.sequentialXor.avg.UNLIMITED.	xor._.me.freeForm.best.solution.sim.sequentialXor.avg.UNLIMITED.min	xor._.me.freeForm.best.solution.sim.sequentialXor.avg.UNLIMITED.max
1.350e+04	4.000e-01	-7.698e-02	5.000e-01	5.034e-01	2.090e-01	6.821e-01	9.698e-01	7.578e-01	1.000e+00
1.360e+04	4.000e-01	-7.698e-02	5.000e-01	5.034e-01	2.090e-01	6.821e-01	9.698e-01	7.578e-01	1.000e+00
1.370e+04	4.000e-01	1.899e-01	5.000e-01	5.034e-01	2.090e-01	6.821e-01	9.698e-01	7.578e-01	1.000e+00
1.380e+04	4.000e-01	2.519e-01	5.000e-01	4.213e-01	2.071e-01	6.579e-01	9.698e-01	7.060e-01	1.000e+00
1.390e+04	4.000e-01	2.519e-01	5.000e-01	4.213e-01	2.071e-01	6.579e-01	9.698e-01	7.060e-01	1.000e+00
1.400e+04	4.000e-01	2.519e-01	5.000e-01	4.213e-01	2.071e-01	6.579e-01	9.992e-01	7.060e-01	1.000e+00
1.410e+04	4.000e-01	2.519e-01	5.000e-01	4.213e-01	2.071e-01	6.579e-01	9.992e-01	7.060e-01	1.000e+00
1.420e+04	4.000e-01	2.519e-01	5.000e-01	4.213e-01	2.071e-01	6.579e-01	9.992e-01	7.060e-01	1.000e+00
1.430e+04	4.000e-01	2.519e-01	5.000e-01	4.213e-01	2.071e-01	6.579e-01	9.992e-01	7.060e-01	1.000e+00
1.440e+04	4.000e-01	2.519e-01	5.000e-01	4.213e-01	2.071e-01	6.579e-01	9.992e-01	7.060e-01	1.000e+00
