n.evals.q.1.0.	xor._.me.hebbian.network.best.quality.increase	xor._.me.hebbian.network.best.quality.increase.min	xor._.me.hebbian.network.best.quality.increase.max	xor._.me.hebbian.synapse.best.quality.increase	xor._.me.hebbian.synapse.best.quality.increase.min	xor._.me.hebbian.synapse.best.quality.increase.max	xor._.me.freeForm.best.quality.increase	xor._.me.freeForm.best.quality.increase.min	xor._.me.freeForm.best.quality.increase.max
1.470e+04	5.356e-02	1.281e-02	9.889e-02	3.730e-01	8.887e-02	4.583e-01	3.946e-01	1.642e-01	6.444e-01
1.480e+04	5.356e-02	1.281e-02	9.889e-02	3.730e-01	8.887e-02	4.583e-01	3.946e-01	1.642e-01	6.444e-01
1.490e+04	5.356e-02	1.281e-02	9.889e-02	3.730e-01	8.887e-02	4.583e-01	3.946e-01	1.642e-01	6.444e-01
1.500e+04	5.356e-02	1.281e-02	9.889e-02	3.730e-01	8.887e-02	4.583e-01	3.946e-01	1.642e-01	6.444e-01
1.510e+04	5.356e-02	1.281e-02	9.889e-02	3.730e-01	8.887e-02	4.583e-01	3.946e-01	1.642e-01	6.444e-01
1.520e+04	5.356e-02	1.281e-02	9.889e-02	3.730e-01	8.887e-02	4.583e-01	3.946e-01	1.642e-01	6.444e-01
1.530e+04	5.356e-02	1.281e-02	9.889e-02	3.730e-01	8.887e-02	4.583e-01	3.946e-01	1.642e-01	6.444e-01
1.540e+04	5.356e-02	1.281e-02	9.889e-02	3.730e-01	8.887e-02	4.583e-01	3.946e-01	1.642e-01	6.444e-01
1.550e+04	5.356e-02	1.281e-02	9.889e-02	3.730e-01	8.887e-02	4.583e-01	3.946e-01	1.642e-01	6.444e-01
1.560e+04	5.356e-02	1.281e-02	9.889e-02	3.495e-01	8.887e-02	4.563e-01	3.750e-01	1.642e-01	6.252e-01
1.570e+04	5.356e-02	1.281e-02	9.889e-02	3.495e-01	8.887e-02	4.563e-01	3.750e-01	1.642e-01	6.252e-01
1.580e+04	5.356e-02	1.281e-02	9.889e-02	3.495e-01	8.887e-02	4.563e-01	3.750e-01	1.642e-01	6.252e-01
1.590e+04	5.356e-02	1.281e-02	9.889e-02	3.495e-01	8.887e-02	4.563e-01	3.685e-01	1.642e-01	6.252e-01
1.600e+04	5.356e-02	1.281e-02	9.889e-02	3.338e-01	8.145e-02	4.519e-01	3.685e-01	1.642e-01	6.252e-01
1.610e+04	5.356e-02	1.281e-02	9.889e-02	3.338e-01	8.145e-02	4.519e-01	3.685e-01	1.642e-01	6.252e-01
1.620e+04	5.356e-02	1.281e-02	9.889e-02	3.338e-01	8.145e-02	4.519e-01	3.685e-01	1.630e-01	6.252e-01
1.630e+04	5.356e-02	1.281e-02	9.889e-02	3.338e-01	8.145e-02	4.519e-01	3.578e-01	1.291e-01	6.252e-01
1.640e+04	5.356e-02	1.281e-02	9.889e-02	3.338e-01	8.145e-02	4.519e-01	3.578e-01	1.291e-01	5.403e-01
1.650e+04	5.356e-02	1.281e-02	9.889e-02	3.338e-01	8.145e-02	4.519e-01	3.321e-01	1.291e-01	5.402e-01
1.660e+04	5.356e-02	1.281e-02	9.889e-02	3.338e-01	8.145e-02	4.519e-01	3.321e-01	1.291e-01	5.402e-01
1.670e+04	5.356e-02	1.281e-02	9.889e-02	3.338e-01	8.145e-02	4.519e-01	3.321e-01	1.291e-01	5.363e-01
1.680e+04	5.356e-02	1.281e-02	9.889e-02	3.338e-01	8.145e-02	4.519e-01	3.321e-01	1.291e-01	5.363e-01
1.690e+04	5.356e-02	1.281e-02	9.889e-02	3.338e-01	8.145e-02	4.519e-01	3.321e-01	1.291e-01	5.363e-01
1.700e+04	5.356e-02	1.281e-02	9.889e-02	3.338e-01	8.145e-02	4.519e-01	3.321e-01	1.291e-01	5.363e-01
1.710e+04	5.356e-02	1.281e-02	9.889e-02	3.338e-01	8.145e-02	4.519e-01	3.321e-01	1.291e-01	5.363e-01
1.720e+04	5.356e-02	1.281e-02	9.889e-02	3.338e-01	8.145e-02	4.519e-01	3.321e-01	1.291e-01	5.363e-01
1.730e+04	5.356e-02	1.281e-02	9.889e-02	3.338e-01	8.145e-02	4.519e-01	3.321e-01	1.291e-01	5.363e-01
1.740e+04	5.356e-02	1.281e-02	9.889e-02	3.338e-01	8.145e-02	4.519e-01	3.321e-01	1.291e-01	5.363e-01
1.750e+04	5.356e-02	1.281e-02	9.889e-02	3.338e-01	8.145e-02	4.519e-01	3.321e-01	1.291e-01	5.363e-01
1.760e+04	5.356e-02	1.281e-02	9.889e-02	3.338e-01	8.145e-02	4.519e-01	2.939e-01	1.253e-01	5.363e-01
1.770e+04	5.356e-02	1.281e-02	9.889e-02	3.338e-01	8.145e-02	4.519e-01	2.421e-01	1.253e-01	3.951e-01
1.780e+04	5.356e-02	1.281e-02	9.889e-02	2.766e-01	7.997e-02	4.499e-01	2.421e-01	1.253e-01	3.951e-01
1.790e+04	5.356e-02	1.281e-02	9.889e-02	2.766e-01	7.997e-02	4.499e-01	2.421e-01	1.253e-01	3.951e-01
1.800e+04	5.356e-02	1.281e-02	9.889e-02	2.766e-01	7.997e-02	4.499e-01	2.421e-01	1.253e-01	3.951e-01
1.810e+04	5.356e-02	1.281e-02	9.889e-02	2.766e-01	7.997e-02	4.499e-01	2.939e-01	1.291e-01	5.000e-01
1.820e+04	5.356e-02	1.281e-02	9.889e-02	2.312e-01	7.997e-02	3.973e-01	2.939e-01	1.291e-01	5.000e-01
1.830e+04	5.356e-02	1.281e-02	9.889e-02	2.312e-01	7.997e-02	3.973e-01	2.939e-01	1.291e-01	5.000e-01
1.840e+04	5.356e-02	1.281e-02	9.889e-02	2.312e-01	7.997e-02	3.973e-01	2.939e-01	1.291e-01	5.000e-01
