n.evals.q.1.0.	xor._.me.hebbian.network.best.solution.non.learning.stateless.as.numrl.agent.sim.sequentialXor.avg.UNLIMITED.	xor._.me.hebbian.network.best.solution.non.learning.stateless.as.numrl.agent.sim.sequentialXor.avg.UNLIMITED.min	xor._.me.hebbian.network.best.solution.non.learning.stateless.as.numrl.agent.sim.sequentialXor.avg.UNLIMITED.max	xor._.me.hebbian.synapse.best.solution.non.learning.stateless.as.numrl.agent.sim.sequentialXor.avg.UNLIMITED.	xor._.me.hebbian.synapse.best.solution.non.learning.stateless.as.numrl.agent.sim.sequentialXor.avg.UNLIMITED.min	xor._.me.hebbian.synapse.best.solution.non.learning.stateless.as.numrl.agent.sim.sequentialXor.avg.UNLIMITED.max	xor._.me.freeForm.best.solution.non.learning.stateless.as.numrl.agent.sim.sequentialXor.avg.UNLIMITED.	xor._.me.freeForm.best.solution.non.learning.stateless.as.numrl.agent.sim.sequentialXor.avg.UNLIMITED.min	xor._.me.freeForm.best.solution.non.learning.stateless.as.numrl.agent.sim.sequentialXor.avg.UNLIMITED.max
6.100e+03	2.448e-01	2.378e-01	2.515e-01	6.200e-01	3.152e-01	9.318e-01	5.000e-01	4.999e-01	7.500e-01
6.200e+03	2.448e-01	2.378e-01	2.515e-01	6.200e-01	3.152e-01	9.318e-01	5.000e-01	4.999e-01	7.500e-01
6.300e+03	2.456e-01	2.383e-01	2.519e-01	6.200e-01	3.152e-01	9.318e-01	5.000e-01	4.999e-01	7.500e-01
6.400e+03	2.448e-01	2.378e-01	2.515e-01	6.067e-01	3.152e-01	9.287e-01	5.000e-01	4.999e-01	7.500e-01
6.500e+03	2.448e-01	2.378e-01	2.515e-01	6.067e-01	2.845e-01	9.287e-01	5.000e-01	4.999e-01	7.500e-01
6.600e+03	2.448e-01	2.378e-01	2.519e-01	5.815e-01	2.845e-01	9.287e-01	5.000e-01	5.000e-01	9.316e-01
6.700e+03	2.456e-01	2.378e-01	2.533e-01	5.712e-01	8.824e-02	9.287e-01	5.000e-01	4.935e-01	7.500e-01
6.800e+03	2.456e-01	2.378e-01	2.533e-01	5.712e-01	8.824e-02	9.287e-01	5.000e-01	4.935e-01	7.500e-01
6.900e+03	2.456e-01	2.378e-01	2.533e-01	5.712e-01	8.824e-02	9.287e-01	5.000e-01	4.935e-01	7.500e-01
7.000e+03	2.456e-01	2.378e-01	2.519e-01	6.067e-01	2.845e-01	9.287e-01	5.000e-01	4.935e-01	9.316e-01
7.100e+03	2.483e-01	2.385e-01	2.533e-01	5.712e-01	1.829e-01	9.287e-01	5.000e-01	4.935e-01	7.500e-01
7.200e+03	2.456e-01	2.378e-01	2.519e-01	5.712e-01	1.829e-01	9.287e-01	5.000e-01	4.935e-01	7.500e-01
7.300e+03	2.456e-01	2.378e-01	2.519e-01	5.712e-01	1.829e-01	9.287e-01	5.000e-01	4.935e-01	7.500e-01
7.400e+03	2.448e-01	2.366e-01	2.515e-01	5.712e-01	1.829e-01	9.287e-01	5.000e-01	4.935e-01	7.500e-01
7.500e+03	2.448e-01	2.366e-01	2.515e-01	5.712e-01	1.829e-01	9.287e-01	5.000e-01	4.935e-01	7.500e-01
7.600e+03	2.448e-01	2.366e-01	2.515e-01	5.712e-01	1.829e-01	9.287e-01	5.000e-01	4.935e-01	9.316e-01
7.700e+03	2.448e-01	2.366e-01	2.515e-01	5.712e-01	1.829e-01	9.287e-01	5.000e-01	4.493e-01	7.500e-01
7.800e+03	2.448e-01	2.366e-01	2.515e-01	5.712e-01	1.829e-01	9.287e-01	5.000e-01	4.493e-01	7.500e-01
7.900e+03	2.448e-01	2.366e-01	2.515e-01	5.712e-01	1.829e-01	9.287e-01	5.000e-01	4.493e-01	9.316e-01
8.000e+03	2.448e-01	2.366e-01	2.515e-01	5.712e-01	1.829e-01	9.287e-01	5.000e-01	4.493e-01	7.500e-01
8.100e+03	2.456e-01	2.378e-01	2.519e-01	5.712e-01	1.829e-01	9.287e-01	5.000e-01	4.493e-01	7.500e-01
8.200e+03	2.456e-01	2.378e-01	2.519e-01	5.712e-01	1.829e-01	9.287e-01	5.000e-01	4.493e-01	7.500e-01
8.300e+03	2.456e-01	2.378e-01	2.519e-01	5.712e-01	1.829e-01	9.287e-01	5.000e-01	4.493e-01	7.500e-01
8.400e+03	2.456e-01	2.378e-01	2.519e-01	5.712e-01	1.829e-01	9.287e-01	5.000e-01	4.493e-01	7.500e-01
8.500e+03	2.483e-01	2.378e-01	2.533e-01	5.712e-01	1.829e-01	9.287e-01	5.000e-01	3.202e-01	7.500e-01
8.600e+03	2.483e-01	2.366e-01	2.533e-01	5.712e-01	1.829e-01	9.287e-01	5.000e-01	3.202e-01	7.500e-01
8.700e+03	2.448e-01	2.346e-01	2.515e-01	4.999e-01	1.829e-01	7.124e-01	5.000e-01	3.202e-01	9.316e-01
8.800e+03	2.448e-01	2.346e-01	2.519e-01	4.999e-01	1.829e-01	7.124e-01	5.000e-01	3.202e-01	7.500e-01
8.900e+03	2.448e-01	2.346e-01	2.515e-01	4.999e-01	1.829e-01	7.124e-01	5.000e-01	3.202e-01	7.500e-01
9.000e+03	2.448e-01	2.346e-01	2.515e-01	4.999e-01	1.829e-01	7.124e-01	5.000e-01	3.827e-01	7.500e-01
9.100e+03	2.448e-01	2.346e-01	2.515e-01	4.999e-01	1.829e-01	7.124e-01	5.000e-01	3.827e-01	7.500e-01
9.200e+03	2.448e-01	2.346e-01	2.515e-01	4.999e-01	1.829e-01	7.124e-01	5.000e-01	3.827e-01	7.500e-01
9.300e+03	2.448e-01	2.346e-01	2.515e-01	4.999e-01	1.829e-01	7.124e-01	5.000e-01	3.827e-01	7.500e-01
9.400e+03	2.483e-01	2.378e-01	2.533e-01	4.999e-01	1.829e-01	7.124e-01	5.000e-01	3.827e-01	7.500e-01
9.500e+03	2.448e-01	2.346e-01	2.515e-01	4.999e-01	1.829e-01	7.124e-01	5.000e-01	3.827e-01	7.500e-01
9.600e+03	2.448e-01	2.346e-01	2.515e-01	4.999e-01	1.829e-01	7.124e-01	5.000e-01	3.827e-01	7.500e-01
9.700e+03	2.483e-01	2.346e-01	2.533e-01	4.999e-01	1.829e-01	7.124e-01	5.000e-01	3.827e-01	7.500e-01
9.800e+03	2.455e-01	2.346e-01	2.519e-01	4.999e-01	1.829e-01	7.124e-01	5.000e-01	3.827e-01	7.500e-01
9.900e+03	2.455e-01	2.346e-01	2.533e-01	4.999e-01	1.829e-01	7.124e-01	5.000e-01	3.827e-01	7.500e-01
1.000e+04	2.455e-01	2.346e-01	2.519e-01	4.999e-01	1.829e-01	7.124e-01	5.000e-01	3.827e-01	7.500e-01
1.010e+04	2.455e-01	2.346e-01	2.519e-01	4.999e-01	1.829e-01	7.124e-01	5.000e-01	3.827e-01	7.500e-01
1.020e+04	2.455e-01	2.346e-01	2.519e-01	5.313e-01	1.829e-01	7.124e-01	5.000e-01	3.827e-01	7.500e-01
1.030e+04	2.455e-01	2.346e-01	2.519e-01	5.313e-01	1.829e-01	7.124e-01	5.000e-01	3.827e-01	9.316e-01
1.040e+04	2.455e-01	2.346e-01	2.519e-01	4.931e-01	1.829e-01	7.124e-01	5.000e-01	3.827e-01	7.500e-01
1.050e+04	2.455e-01	2.346e-01	2.519e-01	4.931e-01	1.829e-01	7.124e-01	5.000e-01	3.827e-01	7.500e-01
1.060e+04	2.455e-01	2.346e-01	2.519e-01	4.931e-01	1.829e-01	7.124e-01	5.000e-01	3.827e-01	7.500e-01
1.070e+04	2.455e-01	2.346e-01	2.519e-01	4.931e-01	1.829e-01	7.124e-01	5.000e-01	3.827e-01	7.500e-01
1.080e+04	2.455e-01	2.346e-01	2.519e-01	4.931e-01	1.829e-01	7.124e-01	5.000e-01	3.827e-01	7.500e-01
1.090e+04	2.483e-01	2.366e-01	2.533e-01	4.931e-01	1.829e-01	7.124e-01	5.000e-01	3.079e-01	7.500e-01
1.100e+04	2.483e-01	2.366e-01	2.527e-01	4.931e-01	1.829e-01	7.046e-01	5.000e-01	3.079e-01	7.500e-01
1.110e+04	2.483e-01	2.366e-01	2.527e-01	4.772e-01	1.127e-01	7.046e-01	5.000e-01	3.079e-01	7.500e-01
1.120e+04	2.485e-01	2.378e-01	2.533e-01	4.434e-01	1.127e-01	6.200e-01	5.000e-01	3.827e-01	9.988e-01
1.130e+04	2.483e-01	2.366e-01	2.527e-01	4.434e-01	8.824e-02	6.200e-01	5.000e-01	3.827e-01	9.316e-01
1.140e+04	2.483e-01	2.366e-01	2.533e-01	4.434e-01	8.824e-02	6.200e-01	5.000e-01	4.935e-01	7.500e-01
1.150e+04	2.483e-01	2.366e-01	2.533e-01	4.434e-01	8.824e-02	6.200e-01	5.000e-01	4.935e-01	7.500e-01
1.160e+04	2.485e-01	2.378e-01	2.540e-01	4.434e-01	8.824e-02	6.200e-01	5.000e-01	4.910e-01	9.316e-01
1.170e+04	2.483e-01	2.377e-01	2.533e-01	4.434e-01	8.824e-02	6.200e-01	5.000e-01	4.935e-01	9.316e-01
1.180e+04	2.483e-01	2.377e-01	2.533e-01	4.434e-01	8.824e-02	6.200e-01	5.000e-01	4.935e-01	9.988e-01
1.190e+04	2.483e-01	2.377e-01	2.533e-01	4.434e-01	8.824e-02	6.067e-01	5.000e-01	4.935e-01	9.988e-01
1.200e+04	2.483e-01	2.377e-01	2.533e-01	4.434e-01	8.824e-02	6.067e-01	5.000e-01	4.935e-01	9.988e-01
1.210e+04	2.483e-01	2.377e-01	2.533e-01	4.434e-01	8.824e-02	6.067e-01	5.000e-01	4.935e-01	1.000e+00
1.220e+04	2.483e-01	2.377e-01	2.533e-01	4.434e-01	8.824e-02	6.067e-01	5.000e-01	4.935e-01	1.000e+00
1.230e+04	2.483e-01	2.377e-01	2.533e-01	4.434e-01	8.824e-02	6.067e-01	5.000e-01	5.000e-01	9.992e-01
1.240e+04	2.483e-01	2.377e-01	2.533e-01	4.434e-01	8.824e-02	6.067e-01	5.000e-01	4.935e-01	9.988e-01
1.250e+04	2.483e-01	2.377e-01	2.533e-01	4.434e-01	8.824e-02	6.067e-01	5.000e-01	5.000e-01	9.988e-01
1.260e+04	2.483e-01	2.377e-01	2.533e-01	4.434e-01	8.824e-02	6.067e-01	5.000e-01	5.000e-01	9.988e-01
1.270e+04	2.485e-01	2.378e-01	2.540e-01	4.434e-01	8.824e-02	6.067e-01	5.000e-01	5.000e-01	9.988e-01
1.280e+04	2.483e-01	2.366e-01	2.533e-01	4.434e-01	1.127e-01	6.067e-01	5.000e-01	5.000e-01	1.000e+00
1.290e+04	2.483e-01	2.366e-01	2.533e-01	4.434e-01	8.824e-02	6.067e-01	5.000e-01	5.000e-01	9.988e-01
1.300e+04	2.485e-01	2.378e-01	2.540e-01	4.434e-01	8.824e-02	6.067e-01	5.000e-01	5.000e-01	9.988e-01
1.310e+04	2.485e-01	2.378e-01	2.540e-01	4.434e-01	8.824e-02	6.067e-01	5.000e-01	5.000e-01	9.988e-01
1.320e+04	2.483e-01	2.378e-01	2.533e-01	4.434e-01	8.824e-02	6.067e-01	5.000e-01	5.000e-01	9.988e-01
1.330e+04	2.483e-01	2.378e-01	2.533e-01	4.434e-01	8.824e-02	6.067e-01	5.000e-01	5.000e-01	1.000e+00
1.340e+04	2.483e-01	2.378e-01	2.533e-01	4.434e-01	8.824e-02	6.067e-01	5.000e-01	5.000e-01	1.000e+00
1.350e+04	2.483e-01	2.378e-01	2.533e-01	4.434e-01	8.824e-02	6.067e-01	5.000e-01	5.000e-01	1.000e+00
1.360e+04	2.483e-01	2.378e-01	2.533e-01	4.434e-01	8.824e-02	6.067e-01	5.000e-01	5.000e-01	1.000e+00
1.370e+04	2.483e-01	2.378e-01	2.533e-01	4.434e-01	8.824e-02	6.067e-01	5.000e-01	5.000e-01	1.000e+00
1.380e+04	2.483e-01	2.378e-01	2.533e-01	4.434e-01	8.824e-02	6.067e-01	5.000e-01	5.000e-01	1.000e+00
1.390e+04	2.485e-01	2.378e-01	2.540e-01	4.434e-01	8.824e-02	6.067e-01	5.000e-01	5.000e-01	1.000e+00
1.400e+04	2.485e-01	2.378e-01	2.540e-01	4.434e-01	8.824e-02	6.067e-01	5.000e-01	5.000e-01	1.000e+00
1.410e+04	2.485e-01	2.378e-01	2.540e-01	4.434e-01	8.824e-02	6.067e-01	5.000e-01	5.000e-01	1.000e+00
1.420e+04	2.485e-01	2.378e-01	2.540e-01	4.434e-01	8.824e-02	6.067e-01	5.000e-01	5.000e-01	1.000e+00
1.430e+04	2.485e-01	2.378e-01	2.540e-01	4.434e-01	8.824e-02	6.067e-01	5.001e-01	5.000e-01	1.000e+00
1.440e+04	2.485e-01	2.378e-01	2.540e-01	4.434e-01	8.824e-02	6.067e-01	5.021e-01	5.000e-01	1.000e+00
1.450e+04	2.485e-01	2.378e-01	2.540e-01	4.434e-01	8.824e-02	6.067e-01	5.001e-01	5.000e-01	1.000e+00
1.460e+04	2.485e-01	2.378e-01	2.540e-01	4.434e-01	8.824e-02	6.067e-01	5.001e-01	5.000e-01	1.000e+00
1.470e+04	2.485e-01	2.378e-01	2.540e-01	4.434e-01	8.824e-02	6.067e-01	5.001e-01	5.000e-01	1.000e+00
1.480e+04	2.485e-01	2.378e-01	2.540e-01	4.434e-01	8.824e-02	6.067e-01	5.001e-01	5.000e-01	1.000e+00
1.490e+04	2.485e-01	2.378e-01	2.540e-01	4.434e-01	8.824e-02	6.067e-01	5.001e-01	5.000e-01	1.000e+00
1.500e+04	2.485e-01	2.378e-01	2.540e-01	4.434e-01	8.824e-02	6.067e-01	5.001e-01	5.000e-01	1.000e+00
1.510e+04	2.485e-01	2.378e-01	2.540e-01	4.434e-01	8.824e-02	6.067e-01	5.001e-01	5.000e-01	1.000e+00
1.520e+04	2.485e-01	2.378e-01	2.540e-01	4.434e-01	8.824e-02	6.067e-01	5.001e-01	5.000e-01	1.000e+00
