n.evals.q.1.0.	xor._.hebbian.network.best.solution.sim.sequentialXor.avg.UNLIMITED.	xor._.hebbian.network.best.solution.sim.sequentialXor.avg.UNLIMITED.min	xor._.hebbian.network.best.solution.sim.sequentialXor.avg.UNLIMITED.max	xor._.hebbian.synapse.best.solution.sim.sequentialXor.avg.UNLIMITED.	xor._.hebbian.synapse.best.solution.sim.sequentialXor.avg.UNLIMITED.min	xor._.hebbian.synapse.best.solution.sim.sequentialXor.avg.UNLIMITED.max	xor._.freeForm.best.solution.sim.sequentialXor.avg.UNLIMITED.	xor._.freeForm.best.solution.sim.sequentialXor.avg.UNLIMITED.min	xor._.freeForm.best.solution.sim.sequentialXor.avg.UNLIMITED.max
1.870e+04	1.375e-01	-7.758e-02	5.800e-01	5.261e-01	3.817e-01	6.447e-01	5.970e-01	3.825e-05	1.000e+00
1.880e+04	1.962e-01	-7.022e-02	5.828e-01	5.218e-01	3.775e-01	6.819e-01	6.006e-01	2.908e-01	1.000e+00
1.890e+04	2.007e-01	-5.493e-02	6.000e-01	4.916e-01	3.732e-01	5.764e-01	6.006e-01	1.344e-01	1.000e+00
1.900e+04	2.545e-01	-6.066e-02	5.977e-01	5.603e-01	3.810e-01	6.767e-01	7.876e-01	7.028e-02	1.000e+00
1.910e+04	1.797e-01	-6.461e-02	5.770e-01	4.858e-01	3.445e-01	6.207e-01	7.000e-01	1.750e-01	1.000e+00
1.920e+04	2.794e-01	4.531e-02	6.000e-01	5.214e-01	3.810e-01	5.912e-01	7.000e-01	1.750e-01	1.000e+00
1.930e+04	1.324e-01	-7.731e-02	5.772e-01	5.272e-01	3.811e-01	6.317e-01	5.305e-01	1.041e-01	1.000e+00
1.940e+04	1.766e-01	-6.863e-02	5.705e-01	5.503e-01	4.190e-01	5.916e-01	7.000e-01	7.281e-04	1.000e+00
1.950e+04	1.324e-01	-5.908e-02	5.685e-01	4.950e-01	3.813e-01	6.225e-01	7.000e-01	1.750e-01	1.000e+00
1.960e+04	1.762e-01	-6.375e-02	4.725e-01	5.120e-01	3.909e-01	6.263e-01	5.970e-01	2.090e-02	1.000e+00
1.970e+04	2.589e-01	-1.141e-02	5.998e-01	5.216e-01	3.042e-01	5.761e-01	7.000e-01	1.687e-01	1.000e+00
1.980e+04	2.482e-01	-6.502e-02	5.993e-01	5.053e-01	3.538e-01	5.752e-01	5.634e-01	-1.258e-01	1.000e+00
1.990e+04	4.013e-01	-1.727e-02	5.999e-01	5.251e-01	3.671e-01	6.032e-01	7.000e-01	-1.435e-01	1.000e+00
2.000e+04	1.995e-01	-3.090e-02	5.767e-01	5.382e-01	3.814e-01	6.112e-01	6.500e-01	1.750e-01	1.000e+00
2.010e+04	2.557e-01	-9.113e-03	6.000e-01	5.210e-01	3.605e-01	6.167e-01	6.006e-01	1.123e-01	1.000e+00
2.020e+04	2.550e-01	4.518e-02	5.867e-01	4.985e-01	3.292e-01	6.271e-01	7.000e-01	1.750e-01	1.000e+00
2.030e+04	1.957e-01	-7.897e-02	5.708e-01	4.862e-01	3.788e-01	6.602e-01	6.006e-01	1.750e-01	1.000e+00
2.040e+04	1.967e-01	-8.630e-02	5.760e-01	4.984e-01	3.451e-01	5.725e-01	7.993e-01	1.750e-01	1.000e+00
2.050e+04	1.802e-01	-7.172e-02	5.708e-01	5.372e-01	3.881e-01	6.215e-01	6.500e-01	6.430e-02	1.000e+00
2.060e+04	1.701e-01	-7.682e-02	5.844e-01	5.520e-01	4.037e-01	6.374e-01	6.535e-01	1.750e-01	1.000e+00
2.070e+04	2.426e-01	-2.653e-02	5.837e-01	5.545e-01	3.918e-01	6.702e-01	6.006e-01	2.203e-04	1.000e+00
2.080e+04	1.935e-01	-7.595e-02	5.992e-01	5.198e-01	3.454e-01	6.032e-01	6.006e-01	9.890e-02	1.000e+00
2.090e+04	2.262e-01	-8.063e-02	5.807e-01	5.179e-01	3.887e-01	6.285e-01	6.006e-01	1.750e-01	1.000e+00
2.100e+04	1.820e-01	-2.407e-02	5.998e-01	5.338e-01	3.075e-01	6.787e-01	7.000e-01	1.430e-01	1.000e+00
2.110e+04	2.347e-01	-6.254e-02	5.997e-01	5.198e-01	3.645e-01	6.626e-01	6.006e-01	2.165e-01	1.000e+00
2.120e+04	3.000e-01	1.167e-03	6.000e-01	4.936e-01	3.232e-01	6.333e-01	6.006e-01	2.832e-01	1.000e+00
2.130e+04	1.801e-01	-6.991e-02	5.868e-01	5.232e-01	3.052e-01	6.461e-01	6.500e-01	5.188e-03	1.000e+00
2.140e+04	3.000e-01	-1.420e-02	6.000e-01	5.236e-01	3.810e-01	6.708e-01	6.006e-01	-7.013e-02	1.000e+00
2.150e+04	1.726e-01	-6.030e-02	5.828e-01	4.788e-01	2.253e-01	6.420e-01	7.294e-01	3.157e-01	1.000e+00
2.160e+04	1.848e-01	-9.940e-02	5.677e-01	4.925e-01	3.430e-01	6.698e-01	6.006e-01	6.686e-02	1.000e+00
2.170e+04	2.633e-01	-7.038e-02	5.999e-01	5.261e-01	3.810e-01	6.748e-01	8.257e-01	1.751e-01	1.000e+00
2.180e+04	2.638e-01	-2.524e-02	6.000e-01	4.831e-01	3.489e-01	6.712e-01	6.938e-01	1.750e-01	1.000e+00
2.190e+04	2.473e-01	-3.369e-02	5.989e-01	5.261e-01	3.642e-01	6.395e-01	7.000e-01	1.750e-01	1.000e+00
2.200e+04	1.725e-01	-8.567e-02	5.659e-01	4.593e-01	3.415e-01	5.785e-01	7.041e-01	1.219e-01	1.000e+00
2.210e+04	1.800e-01	-6.247e-02	5.994e-01	5.288e-01	4.134e-01	6.878e-01	7.000e-01	1.750e-01	1.000e+00
2.220e+04	1.983e-01	-5.612e-02	5.858e-01	5.335e-01	3.815e-01	6.720e-01	5.956e-01	-2.537e-03	1.000e+00
2.230e+04	3.000e-01	-2.312e-02	5.998e-01	4.966e-01	3.508e-01	6.764e-01	7.000e-01	1.750e-01	1.000e+00
2.240e+04	1.982e-01	-9.492e-02	5.721e-01	5.055e-01	3.709e-01	6.721e-01	6.006e-01	2.096e-02	1.000e+00
2.250e+04	2.498e-01	-4.047e-02	5.747e-01	5.114e-01	3.046e-01	6.007e-01	7.000e-01	1.750e-01	1.000e+00
2.260e+04	2.670e-01	-6.461e-02	5.831e-01	5.183e-01	3.412e-01	6.701e-01	6.500e-01	1.750e-01	1.000e+00
2.270e+04	1.800e-01	-4.717e-02	5.795e-01	5.311e-01	3.814e-01	6.744e-01	5.527e-01	1.024e-01	1.000e+00
2.280e+04	1.796e-01	-4.252e-02	5.761e-01	4.538e-01	3.364e-01	6.533e-01	6.006e-01	1.750e-01	1.000e+00
2.290e+04	1.862e-01	-5.842e-02	5.730e-01	5.332e-01	3.811e-01	6.944e-01	6.500e-01	-1.250e-01	1.000e+00
2.300e+04	1.905e-01	-6.086e-02	5.698e-01	4.233e-01	1.462e-01	6.468e-01	8.453e-01	1.750e-01	1.000e+00
2.310e+04	1.917e-01	-6.001e-02	5.808e-01	4.933e-01	1.689e-01	6.285e-01	7.000e-01	9.278e-02	1.000e+00
2.320e+04	2.515e-01	-6.362e-02	5.840e-01	5.108e-01	2.014e-01	6.658e-01	6.998e-01	1.750e-01	1.000e+00
2.330e+04	1.740e-01	-4.729e-02	5.719e-01	4.360e-01	3.059e-01	5.854e-01	6.937e-01	2.654e-01	1.000e+00
2.340e+04	2.683e-01	-1.335e-02	5.991e-01	4.570e-01	1.583e-01	6.730e-01	7.000e-01	1.529e-01	1.000e+00
2.350e+04	2.509e-01	-1.616e-02	5.989e-01	4.801e-01	3.056e-01	6.170e-01	7.000e-01	1.833e-04	1.000e+00
2.360e+04	1.191e-01	-6.937e-02	4.013e-01	4.522e-01	2.412e-01	5.752e-01	6.718e-01	1.718e-01	1.000e+00
2.370e+04	2.715e-01	-9.317e-03	5.998e-01	4.433e-01	2.461e-01	5.759e-01	6.006e-01	7.422e-02	1.000e+00
2.380e+04	2.514e-01	-6.186e-02	5.993e-01	5.077e-01	3.497e-01	5.933e-01	6.006e-01	1.381e-01	1.000e+00
2.390e+04	2.313e-01	-6.281e-02	5.702e-01	4.563e-01	3.023e-01	6.215e-01	7.000e-01	1.750e-01	1.000e+00
2.400e+04	1.800e-01	-7.283e-02	5.689e-01	4.979e-01	1.652e-01	6.647e-01	6.006e-01	1.750e-01	1.000e+00
2.410e+04	1.800e-01	-8.592e-02	5.858e-01	4.429e-01	2.936e-01	5.850e-01	6.500e-01	1.039e-01	1.000e+00
2.420e+04	2.407e-01	-7.716e-02	5.986e-01	4.228e-01	2.108e-01	5.905e-01	6.006e-01	2.888e-01	1.000e+00
2.430e+04	1.995e-01	-6.856e-02	5.660e-01	4.966e-01	3.056e-01	6.276e-01	7.000e-01	1.750e-01	1.000e+00
2.440e+04	3.000e-01	-4.688e-02	5.997e-01	4.582e-01	2.198e-01	6.656e-01	6.006e-01	1.750e-01	1.000e+00
2.450e+04	4.013e-01	-2.662e-02	5.997e-01	4.918e-01	3.590e-01	6.098e-01	6.559e-01	1.993e-01	1.000e+00
2.460e+04	2.609e-01	-3.513e-02	5.994e-01	4.887e-01	3.809e-01	6.023e-01	7.000e-01	1.750e-01	1.000e+00
2.470e+04	3.749e-01	-2.133e-02	6.000e-01	4.917e-01	1.173e-01	5.996e-01	6.006e-01	1.750e-01	1.000e+00
2.480e+04	1.992e-01	-6.015e-02	5.996e-01	5.062e-01	3.444e-01	6.556e-01	6.006e-01	-3.800e-02	1.000e+00
2.490e+04	2.602e-01	-6.272e-02	6.000e-01	4.563e-01	3.814e-01	6.373e-01	7.000e-01	1.947e-01	1.000e+00
2.500e+04	3.000e-01	-6.918e-03	5.991e-01	4.739e-01	3.187e-01	5.903e-01	7.000e-01	-7.977e-05	1.000e+00
