n.evals.q.1.0.	xor._.hebbian.network.best.quality.consistency	xor._.hebbian.network.best.quality.consistency.min	xor._.hebbian.network.best.quality.consistency.max	xor._.hebbian.synapse.best.quality.consistency	xor._.hebbian.synapse.best.quality.consistency.min	xor._.hebbian.synapse.best.quality.consistency.max	xor._.freeForm.best.quality.consistency	xor._.freeForm.best.quality.consistency.min	xor._.freeForm.best.quality.consistency.max
1.640e+04	1.520e-02	7.480e-03	1.963e-02	1.529e-02	1.262e-02	1.811e-02	6.111e-08	4.581e-12	1.094e-04
1.650e+04	1.520e-02	7.480e-03	1.963e-02	1.529e-02	1.262e-02	1.811e-02	6.111e-08	4.581e-12	1.094e-04
1.660e+04	1.520e-02	7.480e-03	1.963e-02	1.529e-02	1.262e-02	1.811e-02	6.111e-08	4.581e-12	1.094e-04
1.670e+04	1.520e-02	7.480e-03	1.963e-02	1.529e-02	1.262e-02	1.811e-02	6.111e-08	4.581e-12	1.828e-03
1.680e+04	1.520e-02	7.480e-03	1.963e-02	1.529e-02	1.262e-02	1.811e-02	6.111e-08	4.581e-12	1.828e-03
1.690e+04	1.520e-02	7.480e-03	1.963e-02	1.529e-02	1.262e-02	1.811e-02	6.111e-08	4.581e-12	1.828e-03
1.700e+04	1.520e-02	7.480e-03	1.963e-02	1.529e-02	1.262e-02	1.811e-02	6.111e-08	4.581e-12	1.828e-03
1.710e+04	1.520e-02	7.480e-03	1.963e-02	1.529e-02	1.262e-02	1.811e-02	6.111e-08	4.581e-12	1.828e-03
1.720e+04	1.520e-02	7.480e-03	1.963e-02	1.529e-02	1.262e-02	1.811e-02	6.111e-08	4.581e-12	1.828e-03
1.730e+04	1.520e-02	7.480e-03	1.963e-02	1.529e-02	1.262e-02	1.811e-02	6.111e-08	4.581e-12	1.828e-03
1.740e+04	1.520e-02	7.480e-03	1.963e-02	1.529e-02	1.262e-02	1.811e-02	6.111e-08	4.581e-12	1.828e-03
1.750e+04	1.520e-02	7.480e-03	1.963e-02	1.529e-02	1.262e-02	1.811e-02	6.111e-08	4.581e-12	1.828e-03
1.760e+04	1.520e-02	7.480e-03	1.963e-02	1.529e-02	1.262e-02	1.811e-02	3.721e-08	4.581e-12	1.094e-04
1.770e+04	1.520e-02	7.480e-03	1.963e-02	1.529e-02	1.262e-02	1.811e-02	3.721e-08	4.581e-12	1.094e-04
1.780e+04	1.520e-02	7.480e-03	1.963e-02	1.529e-02	1.262e-02	1.811e-02	3.721e-08	4.581e-12	1.094e-04
1.790e+04	1.520e-02	7.480e-03	1.963e-02	1.529e-02	1.262e-02	1.811e-02	3.721e-08	4.581e-12	1.094e-04
